Tanggal,ID_Item,ID_Customer,Harga,Jumlah_Sales_Order,Subtotal_Sales_Order,Jumlah_Retur,Subtotal_Retur,Jumlah_Invoice,Subtotal_Invoice
2022-04-09,C001,Cust06,150000,11,1650000,0,0,11,1650000
2022-04-10,K001,Cust08,250000,37,9250000,18,4500000,19,4750000
2022-04-10,K002,Cust30,180000,51,9180000,8,1440000,43,7740000
2022-04-11,G001,Cust11,85000,80,6800000,0,0,80,6800000
2022-04-11,G002,Cust36,110000,18,1980000,0,0,18,1980000
2022-04-13,K002,Cust35,180000,24,4320000,0,0,24,4320000
2022-04-14,C002,Cust35,120000,34,4080000,0,0,34,4080000
2022-04-14,G001,Cust33,85000,36,3060000,0,0,36,3060000
2022-04-15,C001,Cust33,150000,32,4800000,0,0,32,4800000
2022-04-18,K001,Cust22,250000,81,20250000,22,5500000,59,14750000
2022-04-18,G001,Cust02,85000,29,2465000,0,0,29,2465000
2022-04-18,C001,Cust31,150000,26,3900000,0,0,26,3900000
2022-04-21,C001,Cust13,150000,95,14250000,0,0,95,14250000
2022-04-21,C001,Cust05,150000,16,2400000,0,0,16,2400000
2022-04-22,C001,Cust33,150000,22,3300000,0,0,22,3300000
2022-04-22,G002,Cust03,110000,28,3080000,0,0,28,3080000
2022-04-24,C002,Cust08,120000,13,1560000,0,0,13,1560000
2022-04-24,G001,Cust30,85000,21,1785000,0,0,21,1785000
2022-04-25,K001,Cust06,250000,30,7500000,0,0,30,7500000
2022-04-25,K001,Cust13,250000,99,24750000,0,0,99,24750000
2022-04-26,C001,Cust07,150000,18,2700000,0,0,18,2700000
2022-04-27,C001,Cust39,150000,49,7350000,0,0,49,7350000
2022-04-28,K001,Cust16,250000,97,24250000,0,0,97,24250000
2022-04-28,G002,Cust30,110000,42,4620000,0,0,42,4620000
2022-04-28,C002,Cust28,120000,52,6240000,0,0,52,6240000
2022-05-01,C002,Cust07,120000,21,2520000,0,0,21,2520000
2022-05-04,G001,Cust21,85000,52,4420000,5,425000,47,3995000
2022-05-05,G002,Cust18,110000,45,4950000,0,0,45,4950000
2022-05-06,G001,Cust38,85000,42,3570000,0,0,42,3570000
2022-05-09,G002,Cust20,110000,37,4070000,0,0,37,4070000
2022-05-10,K001,Cust32,250000,47,11750000,0,0,47,11750000
2022-05-11,C001,Cust20,150000,44,6600000,0,0,44,6600000
2022-05-17,K001,Cust35,250000,20,5000000,0,0,20,5000000
2022-05-18,C001,Cust40,150000,18,2700000,0,0,18,2700000
2022-05-18,C001,Cust26,150000,37,5550000,0,0,37,5550000
2022-05-19,G002,Cust34,110000,26,2860000,0,0,26,2860000
2022-05-20,G001,Cust01,85000,14,1190000,0,0,14,1190000
2022-05-21,K001,Cust15,250000,104,26000000,0,0,104,26000000
2022-05-22,G001,Cust07,85000,20,1700000,0,0,20,1700000
2022-05-22,K001,Cust22,250000,98,24500000,0,0,98,24500000
2022-05-23,K001,Cust19,250000,97,24250000,0,0,97,24250000
2022-05-27,K001,Cust25,250000,41,10250000,1,250000,40,10000000
2022-05-27,G001,Cust28,85000,40,3400000,7,595000,33,2805000
2022-05-28,C002,Cust32,120000,31,3720000,0,0,31,3720000
2022-05-28,C002,Cust09,120000,22,2640000,0,0,22,2640000
2022-06-01,G002,Cust12,110000,52,5720000,0,0,52,5720000
2022-06-02,K002,Cust22,180000,41,7380000,0,0,41,7380000
2022-06-05,C002,Cust20,120000,80,9600000,0,0,80,9600000
2022-06-11,C001,Cust13,150000,76,11400000,0,0,76,11400000
2022-06-11,C002,Cust03,120000,12,1440000,0,0,12,1440000
2022-06-12,G002,Cust35,110000,46,5060000,0,0,46,5060000
2022-06-14,K002,Cust06,180000,17,3060000,0,0,17,3060000
2022-06-15,C001,Cust17,150000,89,13350000,0,0,89,13350000
2022-06-20,C001,Cust34,150000,50,7500000,0,0,50,7500000
2022-06-22,G001,Cust21,85000,103,8755000,0,0,103,8755000
2022-06-25,C002,Cust37,120000,19,2280000,0,0,19,2280000
2022-07-07,K002,Cust03,180000,20,3600000,0,0,20,3600000
2022-07-09,K001,Cust21,250000,91,22750000,0,0,91,22750000
2022-07-10,G002,Cust07,110000,18,1980000,0,0,18,1980000
2022-07-10,C001,Cust19,150000,94,14100000,0,0,94,14100000
2022-07-12,G002,Cust04,110000,20,2200000,0,0,20,2200000
2022-07-14,C002,Cust36,120000,27,3240000,0,0,27,3240000
2022-07-15,K001,Cust35,250000,31,7750000,0,0,31,7750000
2022-07-19,C001,Cust29,150000,50,7500000,0,0,50,7500000
2022-07-19,C002,Cust07,120000,26,3120000,0,0,26,3120000
2022-07-19,C002,Cust23,120000,53,6360000,0,0,53,6360000
2022-07-22,K001,Cust40,250000,63,15750000,19,4750000,44,11000000
2022-07-25,K001,Cust22,250000,80,20000000,0,0,80,20000000
2022-07-28,C001,Cust17,150000,95,14250000,0,0,95,14250000
2022-08-04,K002,Cust25,180000,66,11880000,0,0,66,11880000
2022-08-04,K001,Cust08,250000,19,4750000,0,0,19,4750000
2022-08-05,C002,Cust29,120000,37,4440000,0,0,37,4440000
2022-08-05,K001,Cust35,250000,35,8750000,0,0,35,8750000
2022-08-07,C001,Cust35,150000,20,3000000,0,0,20,3000000
2022-08-10,G002,Cust32,110000,34,3740000,0,0,34,3740000
2022-08-10,G001,Cust28,85000,19,1615000,0,0,19,1615000
2022-08-12,C002,Cust27,120000,22,2640000,0,0,22,2640000
2022-08-14,K002,Cust08,180000,14,2520000,5,900000,9,1620000
2022-08-14,G001,Cust11,85000,94,7990000,0,0,94,7990000
2022-08-15,C001,Cust38,150000,22,3300000,0,0,22,3300000
2022-08-18,G001,Cust38,85000,46,3910000,0,0,46,3910000
2022-08-19,G002,Cust37,110000,50,5500000,0,0,50,5500000
2022-08-22,G002,Cust31,110000,44,4840000,0,0,44,4840000
2022-08-22,G001,Cust34,85000,24,2040000,0,0,24,2040000
2022-08-23,G002,Cust26,110000,39,4290000,0,0,39,4290000
2022-08-23,G001,Cust14,85000,68,5780000,0,0,68,5780000
2022-08-26,K001,Cust21,250000,88,22000000,32,8000000,56,14000000
2022-09-01,G001,Cust32,85000,51,4335000,0,0,51,4335000
2022-09-02,K001,Cust09,250000,22,5500000,0,0,22,5500000
2022-09-03,K002,Cust38,180000,23,4140000,0,0,23,4140000
2022-09-05,G002,Cust17,110000,63,6930000,0,0,63,6930000
2022-09-10,G001,Cust05,85000,11,935000,0,0,11,935000
2022-09-10,K001,Cust25,250000,89,22250000,0,0,89,22250000
2022-09-12,K002,Cust23,180000,99,17820000,0,0,99,17820000
2022-09-12,K001,Cust33,250000,33,8250000,0,0,33,8250000
2022-09-12,G002,Cust36,110000,31,3410000,0,0,31,3410000
2022-09-14,C001,Cust40,150000,33,4950000,0,0,33,4950000
2022-09-17,C001,Cust10,150000,24,3600000,0,0,24,3600000
2022-09-17,G002,Cust37,110000,26,2860000,0,0,26,2860000
2022-09-17,G001,Cust27,85000,21,1785000,0,0,21,1785000
2022-09-28,K001,Cust24,250000,55,13750000,16,4000000,39,9750000
2022-10-01,C002,Cust03,120000,25,3000000,0,0,25,3000000
2022-10-02,K001,Cust24,250000,79,19750000,0,0,79,19750000
2022-10-02,C001,Cust06,150000,17,2550000,0,0,17,2550000
2022-10-03,G002,Cust06,110000,18,1980000,0,0,18,1980000
2022-10-04,G001,Cust22,85000,66,5610000,0,0,66,5610000
2022-10-04,K001,Cust33,250000,41,10250000,0,0,41,10250000
2022-10-04,C001,Cust36,150000,34,5100000,0,0,34,5100000
2022-10-05,G001,Cust24,85000,100,8500000,0,0,100,8500000
2022-10-05,G002,Cust26,110000,40,4400000,0,0,40,4400000
2022-10-07,K001,Cust10,250000,10,2500000,0,0,10,2500000
2022-10-09,K002,Cust14,180000,61,10980000,0,0,61,10980000
2022-10-09,G002,Cust16,110000,47,5170000,0,0,47,5170000
2022-10-11,K001,Cust20,250000,78,19500000,0,0,78,19500000
2022-10-13,C001,Cust32,150000,53,7950000,0,0,53,7950000
2022-10-14,G001,Cust02,85000,13,1105000,0,0,13,1105000
2022-10-15,K001,Cust39,250000,32,8000000,0,0,32,8000000
2022-10-15,C002,Cust37,120000,35,4200000,0,0,35,4200000
2022-10-16,K002,Cust24,180000,88,15840000,0,0,88,15840000
2022-10-16,G001,Cust29,85000,20,1700000,0,0,20,1700000
2022-10-16,K002,Cust38,180000,39,7020000,0,0,39,7020000
2022-10-17,K002,Cust03,180000,9,1620000,0,0,9,1620000
2022-10-19,G001,Cust03,85000,17,1445000,0,0,17,1445000
2022-10-20,C002,Cust07,120000,28,3360000,7,840000,21,2520000
2022-10-20,K001,Cust40,250000,38,9500000,0,0,38,9500000
2022-10-21,G001,Cust15,85000,45,3825000,0,0,45,3825000
2022-10-23,G002,Cust11,110000,106,11660000,42,4620000,64,7040000
2022-10-23,G002,Cust08,110000,23,2530000,0,0,23,2530000
2022-10-23,K001,Cust08,250000,11,2750000,0,0,11,2750000
2022-10-24,G002,Cust09,110000,26,2860000,0,0,26,2860000
2022-10-24,K002,Cust35,180000,26,4680000,0,0,26,4680000
2022-10-24,K002,Cust05,180000,10,1800000,0,0,10,1800000
2022-10-25,K001,Cust26,250000,53,13250000,0,0,53,13250000
2022-10-25,K002,Cust40,180000,46,8280000,0,0,46,8280000
2022-10-26,G002,Cust40,110000,30,3300000,0,0,30,3300000
2022-10-26,G002,Cust39,110000,20,2200000,0,0,20,2200000
2022-10-26,C002,Cust39,120000,22,2640000,0,0,22,2640000
2022-10-27,G001,Cust37,85000,22,1870000,0,0,22,1870000
2022-10-27,K002,Cust01,180000,23,4140000,0,0,23,4140000
2022-10-28,K001,Cust17,250000,88,22000000,0,0,88,22000000
2022-10-28,G002,Cust30,110000,28,3080000,0,0,28,3080000
2022-10-28,C002,Cust13,120000,94,11280000,0,0,94,11280000
2022-11-01,K002,Cust07,180000,16,2880000,0,0,16,2880000
2022-11-01,G001,Cust27,85000,32,2720000,0,0,32,2720000
2022-11-05,K002,Cust37,180000,29,5220000,0,0,29,5220000
2022-11-06,K001,Cust21,250000,76,19000000,0,0,76,19000000
2022-11-07,G001,Cust12,85000,55,4675000,0,0,55,4675000
2022-11-08,G001,Cust19,85000,42,3570000,0,0,42,3570000
2022-11-09,C001,Cust36,150000,50,7500000,0,0,50,7500000
2022-11-10,K001,Cust15,250000,38,9500000,0,0,38,9500000
2022-11-10,G002,Cust38,110000,30,3300000,0,0,30,3300000
2022-11-10,K002,Cust27,180000,31,5580000,0,0,31,5580000
2022-11-11,K001,Cust01,250000,20,5000000,0,0,20,5000000
2022-11-12,C001,Cust12,150000,96,14400000,0,0,96,14400000
2022-11-12,G002,Cust27,110000,41,4510000,0,0,41,4510000
2022-11-13,C001,Cust23,150000,40,6000000,0,0,40,6000000
2022-11-13,K002,Cust05,180000,11,1980000,0,0,11,1980000
2022-11-14,C002,Cust14,120000,76,9120000,0,0,76,9120000
2022-11-16,K001,Cust17,250000,42,10500000,0,0,42,10500000
2022-11-16,K001,Cust04,250000,39,9750000,12,3000000,27,6750000
2022-11-17,K002,Cust03,180000,25,4500000,0,0,25,4500000
2022-11-19,K002,Cust20,180000,88,15840000,0,0,88,15840000
2022-11-20,C002,Cust05,120000,10,1200000,0,0,10,1200000
2022-11-24,C001,Cust02,150000,24,3600000,0,0,24,3600000
2022-11-25,G001,Cust34,85000,27,2295000,8,680000,19,1615000
2022-11-26,K001,Cust40,250000,46,11500000,0,0,46,11500000
2022-11-27,G002,Cust38,110000,35,3850000,0,0,35,3850000
2022-11-27,K002,Cust15,180000,55,9900000,0,0,55,9900000
2022-11-28,C002,Cust11,120000,53,6360000,0,0,53,6360000
2022-12-01,C001,Cust23,150000,60,9000000,0,0,60,9000000
2022-12-02,G002,Cust08,110000,28,3080000,0,0,28,3080000
2022-12-03,K001,Cust07,250000,29,7250000,0,0,29,7250000
2022-12-04,C002,Cust08,120000,17,2040000,0,0,17,2040000
2022-12-04,G002,Cust19,110000,73,8030000,0,0,73,8030000
2022-12-04,K001,Cust35,250000,31,7750000,0,0,31,7750000
2022-12-05,K002,Cust19,180000,64,11520000,0,0,64,11520000
2022-12-05,G001,Cust30,85000,25,2125000,0,0,25,2125000
2022-12-06,K001,Cust10,250000,27,6750000,0,0,27,6750000
2022-12-06,G002,Cust09,110000,11,1210000,0,0,11,1210000
2022-12-06,K002,Cust26,180000,37,6660000,0,0,37,6660000
2022-12-06,C001,Cust09,150000,28,4200000,13,1950000,15,2250000
2022-12-07,G002,Cust21,110000,86,9460000,0,0,86,9460000
2022-12-07,C002,Cust19,120000,36,4320000,0,0,36,4320000
2022-12-07,K001,Cust03,250000,10,2500000,0,0,10,2500000
2022-12-08,C002,Cust01,120000,15,1800000,0,0,15,1800000
2022-12-10,K002,Cust38,180000,31,5580000,0,0,31,5580000
2022-12-11,K001,Cust39,250000,51,12750000,0,0,51,12750000
2022-12-11,G001,Cust28,85000,27,2295000,0,0,27,2295000
2022-12-13,C002,Cust13,120000,77,9240000,0,0,77,9240000
2022-12-16,K001,Cust33,250000,47,11750000,0,0,47,11750000
2022-12-18,K001,Cust13,250000,90,22500000,0,0,90,22500000
2022-12-18,K001,Cust08,250000,29,7250000,0,0,29,7250000
2022-12-21,K001,Cust10,250000,19,4750000,0,0,19,4750000
2022-12-22,K001,Cust40,250000,33,8250000,0,0,33,8250000
2022-12-22,G001,Cust34,85000,42,3570000,0,0,42,3570000
2022-12-22,C001,Cust04,150000,14,2100000,0,0,14,2100000
2022-12-23,G002,Cust17,110000,51,5610000,0,0,51,5610000
2022-12-24,G001,Cust30,85000,41,3485000,0,0,41,3485000
2022-12-25,C002,Cust36,120000,41,4920000,0,0,41,4920000
2022-12-27,K001,Cust01,250000,28,7000000,0,0,28,7000000
2022-12-28,G002,Cust39,110000,46,5060000,0,0,46,5060000
2023-01-02,C001,Cust01,150000,38,5700000,0,0,38,5700000
2023-01-02,K002,Cust40,180000,81,14580000,0,0,81,14580000
2023-01-02,C001,Cust40,150000,36,5400000,0,0,36,5400000
2023-01-04,K001,Cust08,250000,46,11500000,0,0,46,11500000
2023-01-05,G001,Cust03,85000,30,2550000,0,0,30,2550000
2023-01-07,K002,Cust23,180000,78,14040000,0,0,78,14040000
2023-01-11,K001,Cust01,250000,47,11750000,0,0,47,11750000
2023-01-13,G002,Cust29,110000,48,5280000,0,0,48,5280000
2023-01-14,C001,Cust14,150000,99,14850000,0,0,99,14850000
2023-01-16,K002,Cust18,180000,124,22320000,0,0,124,22320000
2023-01-16,C001,Cust14,150000,90,13500000,0,0,90,13500000
2023-01-17,G001,Cust11,85000,168,14280000,0,0,168,14280000
2023-01-18,C002,Cust05,120000,38,4560000,0,0,38,4560000
2023-01-21,C002,Cust11,120000,118,14160000,0,0,118,14160000
2023-01-22,K002,Cust24,180000,104,18720000,0,0,104,18720000
2023-01-23,K001,Cust14,250000,163,40750000,0,0,163,40750000
2023-01-26,C001,Cust32,150000,44,6600000,0,0,44,6600000
2023-01-27,K001,Cust39,250000,62,15500000,0,0,62,15500000
2023-01-27,C002,Cust20,120000,134,16080000,0,0,134,16080000
2023-01-28,C001,Cust38,150000,53,7950000,12,1800000,41,6150000
2023-01-28,K002,Cust03,180000,42,7560000,0,0,42,7560000
2023-02-02,G001,Cust21,85000,120,10200000,0,0,120,10200000
2023-02-03,C001,Cust19,150000,70,10500000,0,0,70,10500000
2023-02-04,C001,Cust05,150000,45,6750000,0,0,45,6750000
2023-02-05,K002,Cust26,180000,43,7740000,0,0,43,7740000
2023-02-07,G001,Cust29,85000,86,7310000,0,0,86,7310000
2023-02-07,K001,Cust08,250000,40,10000000,0,0,40,10000000
2023-02-08,K002,Cust10,180000,34,6120000,0,0,34,6120000
2023-02-08,C002,Cust34,120000,86,10320000,0,0,86,10320000
2023-02-09,G001,Cust11,85000,127,10795000,0,0,127,10795000
2023-02-09,K001,Cust29,250000,71,17750000,0,0,71,17750000
2023-02-09,G001,Cust36,85000,50,4250000,0,0,50,4250000
2023-02-10,C001,Cust03,150000,20,3000000,0,0,20,3000000
2023-02-10,G001,Cust04,85000,26,2210000,0,0,26,2210000
2023-02-11,C001,Cust38,150000,50,7500000,13,1950000,37,5550000
2023-02-11,C001,Cust01,150000,47,7050000,0,0,47,7050000
2023-02-14,G002,Cust28,110000,79,8690000,18,1980000,61,6710000
2023-02-14,G001,Cust18,85000,151,12835000,0,0,151,12835000
2023-02-14,K001,Cust36,250000,83,20750000,0,0,83,20750000
2023-02-15,C001,Cust11,150000,163,24450000,0,0,163,24450000
2023-02-16,K001,Cust33,250000,80,20000000,0,0,80,20000000
2023-02-17,G001,Cust27,85000,76,6460000,0,0,76,6460000
2023-02-17,C002,Cust08,120000,41,4920000,0,0,41,4920000
2023-02-19,C002,Cust08,120000,26,3120000,0,0,26,3120000
2023-02-19,C001,Cust04,150000,21,3150000,0,0,21,3150000
2023-02-19,C002,Cust04,120000,22,2640000,0,0,22,2640000
2023-02-20,G001,Cust12,85000,140,11900000,0,0,140,11900000
2023-02-20,C002,Cust29,120000,54,6480000,0,0,54,6480000
2023-02-20,G002,Cust26,110000,35,3850000,0,0,35,3850000
2023-02-20,G001,Cust11,85000,167,14195000,0,0,167,14195000
2023-02-22,K002,Cust21,180000,119,21420000,0,0,119,21420000
2023-02-22,K002,Cust24,180000,125,22500000,0,0,125,22500000
2023-02-22,K002,Cust28,180000,80,14400000,0,0,80,14400000
2023-02-22,G002,Cust12,110000,130,14300000,0,0,130,14300000
2023-02-24,G001,Cust09,85000,18,1530000,0,0,18,1530000
2023-02-26,K002,Cust32,180000,59,10620000,0,0,59,10620000
2023-02-27,C002,Cust13,120000,98,11760000,0,0,98,11760000
2023-02-27,C001,Cust20,150000,156,23400000,0,0,156,23400000
2023-03-01,K001,Cust23,250000,121,30250000,17,4250000,104,26000000
2023-03-01,K001,Cust39,250000,71,17750000,0,0,71,17750000
2023-03-04,K001,Cust05,250000,39,9750000,18,4500000,21,5250000
2023-03-05,G002,Cust05,110000,17,1870000,0,0,17,1870000
2023-03-05,K001,Cust04,250000,37,9250000,0,0,37,9250000
2023-03-06,C002,Cust30,120000,50,6000000,0,0,50,6000000
2023-03-07,G002,Cust26,110000,82,9020000,0,0,82,9020000
2023-03-07,C001,Cust19,150000,132,19800000,0,0,132,19800000
2023-03-08,C001,Cust26,150000,62,9300000,0,0,62,9300000
2023-03-09,C002,Cust29,120000,51,6120000,0,0,51,6120000
2023-03-09,G001,Cust24,85000,78,6630000,0,0,78,6630000
2023-03-10,K002,Cust03,180000,22,3960000,0,0,22,3960000
2023-03-11,C002,Cust27,120000,77,9240000,0,0,77,9240000
2023-03-12,G002,Cust03,110000,16,1760000,0,0,16,1760000
2023-03-14,G001,Cust11,85000,87,7395000,0,0,87,7395000
2023-03-15,K002,Cust02,180000,24,4320000,0,0,24,4320000
2023-03-16,C002,Cust26,120000,77,9240000,0,0,77,9240000
2023-03-17,G002,Cust14,110000,161,17710000,0,0,161,17710000
2023-03-18,C002,Cust13,120000,83,9960000,0,0,83,9960000
2023-03-19,G002,Cust31,110000,68,7480000,0,0,68,7480000
2023-03-22,G001,Cust13,85000,106,9010000,0,0,106,9010000
2023-04-01,C001,Cust07,150000,27,4050000,3,450000,24,3600000
2023-04-03,G001,Cust19,85000,149,12665000,0,0,149,12665000
2023-04-04,K002,Cust02,180000,26,4680000,0,0,26,4680000
2023-04-05,C002,Cust14,120000,66,7920000,0,0,66,7920000
2023-04-07,C001,Cust16,150000,162,24300000,0,0,162,24300000
2023-04-07,C001,Cust16,150000,92,13800000,0,0,92,13800000
2023-04-08,K001,Cust40,250000,45,11250000,0,0,45,11250000
2023-04-08,K002,Cust05,180000,24,4320000,0,0,24,4320000
2023-04-08,C001,Cust19,150000,89,13350000,0,0,89,13350000
2023-04-09,G001,Cust23,85000,112,9520000,0,0,112,9520000
2023-04-09,C001,Cust38,150000,49,7350000,0,0,49,7350000
2023-04-11,G001,Cust39,85000,30,2550000,0,0,30,2550000
2023-04-11,K002,Cust40,180000,59,10620000,0,0,59,10620000
2023-04-12,K001,Cust07,250000,58,14500000,19,4750000,39,9750000
2023-04-13,C001,Cust18,150000,114,17100000,24,3600000,90,13500000
2023-04-13,K002,Cust05,180000,42,7560000,0,0,42,7560000
2023-04-13,G001,Cust35,85000,36,3060000,0,0,36,3060000
2023-04-14,C001,Cust08,150000,45,6750000,0,0,45,6750000
2023-04-14,G002,Cust15,110000,88,9680000,0,0,88,9680000
2023-04-14,G001,Cust16,85000,121,10285000,0,0,121,10285000
2023-04-14,K001,Cust13,250000,70,17500000,0,0,70,17500000
2023-04-17,G002,Cust08,110000,31,3410000,0,0,31,3410000
2023-04-18,C001,Cust24,150000,96,14400000,0,0,96,14400000
2023-04-18,G001,Cust07,85000,33,2805000,0,0,33,2805000
2023-04-19,C001,Cust07,150000,21,3150000,0,0,21,3150000
2023-04-19,K001,Cust21,250000,108,27000000,0,0,108,27000000
2023-04-20,G001,Cust05,85000,60,5100000,13,1105000,47,3995000
2023-04-20,C002,Cust16,120000,117,14040000,0,0,117,14040000
2023-04-20,K002,Cust11,180000,150,27000000,0,0,150,27000000
2023-04-21,K001,Cust18,250000,149,37250000,0,0,149,37250000
2023-04-21,G001,Cust29,85000,49,4165000,0,0,49,4165000
2023-04-22,K002,Cust33,180000,60,10800000,14,2520000,46,8280000
2023-04-22,K002,Cust30,180000,55,9900000,0,0,55,9900000
2023-04-25,K001,Cust16,250000,124,31000000,0,0,124,31000000
2023-04-26,K002,Cust06,180000,46,8280000,0,0,46,8280000
2023-04-26,K001,Cust39,250000,84,21000000,0,0,84,21000000
2023-04-28,G001,Cust17,85000,141,11985000,0,0,141,11985000
2023-05-05,C001,Cust34,150000,63,9450000,0,0,63,9450000
2023-05-06,C001,Cust08,150000,28,4200000,0,0,28,4200000
2023-05-08,C002,Cust25,120000,184,22080000,43,5160000,141,16920000
2023-05-11,K001,Cust10,250000,21,5250000,0,0,21,5250000
2023-05-12,G002,Cust04,110000,40,4400000,0,0,40,4400000
2023-05-13,K001,Cust07,250000,30,7500000,0,0,30,7500000
2023-05-16,K002,Cust27,180000,44,7920000,0,0,44,7920000
2023-05-18,G001,Cust23,85000,104,8840000,0,0,104,8840000
2023-05-20,G001,Cust33,85000,54,4590000,2,170000,52,4420000
2023-05-23,K002,Cust24,180000,105,18900000,0,0,105,18900000
2023-05-23,C002,Cust09,120000,31,3720000,0,0,31,3720000
2023-05-26,G001,Cust20,85000,133,11305000,0,0,133,11305000
2023-05-26,G001,Cust05,85000,40,3400000,0,0,40,3400000
2023-06-01,G002,Cust14,110000,59,6490000,0,0,59,6490000
2023-06-01,C002,Cust06,120000,40,4800000,0,0,40,4800000
2023-06-03,G002,Cust02,110000,47,5170000,0,0,47,5170000
2023-06-03,C001,Cust09,150000,25,3750000,0,0,25,3750000
2023-06-03,K002,Cust07,180000,43,7740000,0,0,43,7740000
2023-06-05,C001,Cust13,150000,139,20850000,0,0,139,20850000
2023-06-06,K001,Cust30,250000,34,8500000,0,0,34,8500000
2023-06-07,C002,Cust04,120000,36,4320000,0,0,36,4320000
2023-06-07,G002,Cust34,110000,82,9020000,0,0,82,9020000
2023-06-07,K001,Cust15,250000,157,39250000,0,0,157,39250000
2023-06-08,G002,Cust13,110000,103,11330000,0,0,103,11330000
2023-06-10,G002,Cust16,110000,126,13860000,0,0,126,13860000
2023-06-11,C002,Cust20,120000,76,9120000,0,0,76,9120000
2023-06-13,G001,Cust19,85000,115,9775000,0,0,115,9775000
2023-06-15,K001,Cust03,250000,45,11250000,0,0,45,11250000
2023-06-16,C001,Cust02,150000,45,6750000,0,0,45,6750000
2023-06-17,G002,Cust01,110000,29,3190000,0,0,29,3190000
2023-06-17,C001,Cust03,150000,26,3900000,0,0,26,3900000
2023-06-18,G001,Cust08,85000,48,4080000,0,0,48,4080000
2023-06-20,K002,Cust21,180000,122,21960000,0,0,122,21960000
2023-06-22,K002,Cust07,180000,28,5040000,0,0,28,5040000
2023-06-23,K001,Cust29,250000,59,14750000,0,0,59,14750000
2023-06-24,C001,Cust03,150000,34,5100000,0,0,34,5100000
2023-06-25,K001,Cust33,250000,45,11250000,0,0,45,11250000
2023-06-25,C001,Cust33,150000,50,7500000,0,0,50,7500000
2023-06-25,G002,Cust34,110000,52,5720000,0,0,52,5720000
2023-06-26,C001,Cust21,150000,127,19050000,0,0,127,19050000
2023-06-27,C001,Cust36,150000,85,12750000,0,0,85,12750000
2023-06-27,K002,Cust16,180000,63,11340000,0,0,63,11340000
2023-06-27,K001,Cust26,250000,83,20750000,0,0,83,20750000
2023-07-01,K002,Cust38,180000,61,10980000,0,0,61,10980000
2023-07-03,C001,Cust12,150000,105,15750000,0,0,105,15750000
2023-07-05,G002,Cust36,110000,66,7260000,0,0,66,7260000
2023-07-06,G002,Cust32,110000,42,4620000,0,0,42,4620000
2023-07-07,K002,Cust04,180000,42,7560000,0,0,42,7560000
2023-07-08,K002,Cust14,180000,151,27180000,0,0,151,27180000
2023-07-08,K001,Cust01,250000,17,4250000,3,750000,14,3500000
2023-07-10,K001,Cust37,250000,86,21500000,0,0,86,21500000
2023-07-11,G002,Cust19,110000,167,18370000,44,4840000,123,13530000
2023-07-11,C002,Cust27,120000,30,3600000,0,0,30,3600000
2023-07-11,C002,Cust06,120000,47,5640000,0,0,47,5640000
2023-07-14,K001,Cust06,250000,46,11500000,0,0,46,11500000
2023-07-16,C002,Cust10,120000,33,3960000,0,0,33,3960000
2023-07-17,C002,Cust14,120000,60,7200000,0,0,60,7200000
2023-07-19,K002,Cust22,180000,135,24300000,0,0,135,24300000
2023-07-21,G001,Cust15,85000,158,13430000,44,3740000,114,9690000
2023-07-21,C001,Cust08,150000,42,6300000,0,0,42,6300000
2023-07-22,K001,Cust05,250000,32,8000000,0,0,32,8000000
2023-07-27,G001,Cust30,85000,34,2890000,0,0,34,2890000
2023-08-01,C001,Cust04,150000,25,3750000,0,0,25,3750000
2023-08-01,G001,Cust35,85000,62,5270000,0,0,62,5270000
2023-08-02,C002,Cust40,120000,48,5760000,0,0,48,5760000
2023-08-04,C002,Cust08,120000,38,4560000,0,0,38,4560000
2023-08-04,G002,Cust09,110000,19,2090000,0,0,19,2090000
2023-08-04,C002,Cust17,120000,59,7080000,0,0,59,7080000
2023-08-05,C002,Cust11,120000,109,13080000,0,0,109,13080000
2023-08-05,G001,Cust05,85000,22,1870000,0,0,22,1870000
2023-08-06,G001,Cust13,85000,66,5610000,7,595000,59,5015000
2023-08-06,K001,Cust30,250000,65,16250000,0,0,65,16250000
2023-08-07,G002,Cust25,110000,153,16830000,0,0,153,16830000
2023-08-07,C002,Cust11,120000,109,13080000,0,0,109,13080000
2023-08-08,C002,Cust28,120000,51,6120000,0,0,51,6120000
2023-08-08,K002,Cust22,180000,74,13320000,0,0,74,13320000
2023-08-08,C001,Cust02,150000,31,4650000,0,0,31,4650000
2023-08-08,G001,Cust32,85000,72,6120000,0,0,72,6120000
2023-08-09,K001,Cust24,250000,141,35250000,0,0,141,35250000
2023-08-10,K001,Cust08,250000,44,11000000,0,0,44,11000000
2023-08-11,K001,Cust27,250000,84,21000000,23,5750000,61,15250000
2023-08-12,G001,Cust10,85000,44,3740000,0,0,44,3740000
2023-08-12,G002,Cust20,110000,156,17160000,0,0,156,17160000
2023-08-13,K002,Cust32,180000,43,7740000,0,0,43,7740000
2023-08-13,G001,Cust37,85000,36,3060000,0,0,36,3060000
2023-08-14,G002,Cust12,110000,151,16610000,0,0,151,16610000
2023-08-15,C001,Cust16,150000,59,8850000,0,0,59,8850000
2023-08-16,G001,Cust06,85000,43,3655000,0,0,43,3655000
2023-08-16,C001,Cust31,150000,66,9900000,0,0,66,9900000
2023-08-16,G002,Cust31,110000,51,5610000,0,0,51,5610000
